SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,Adams,91,16,1,0,1,3,4,16,91,82,0,90.1,9.9,0.0
2012-13,Asotin,227,83,1,5,13,10,29,48,262,189,15,72.1,22.1,5.7
2012-13,Benton,1711,298,17,14,42,97,70,233,1776,1490,46,83.9,13.5,2.6
2012-13,Chelan,606,85,3,11,22,45,32,70,621,501,7,80.7,18.2,1.1
2012-13,Clallam,1152,356,68,93,198,219,106,121,1387,634,69,45.7,49.3,5.0
2012-13,Clark,4421,687,38,45,130,229,151,711,4397,3714,90,84.5,13.5,2.0
2012-13,Columbia,40,7,1,3,0,2,0,14,33,27,0,81.8,18.2,0.0
2012-13,Cowlitz,1042,177,9,10,58,67,33,140,1079,865,37,80.2,16.4,3.4
2012-13,Douglas,282,40,2,3,4,10,10,42,280,248,3,88.6,10.4,1.1
2012-13,Ferry,55,10,1,2,1,0,1,10,55,49,1,89.1,9.1,1.8
2012-13,Franklin,283,58,6,7,11,13,18,28,313,248,10,79.2,17.6,3.2
2012-13,Garfield,29,3,0,0,0,1,0,4,28,27,0,96.4,3.6,0.0
2012-13,Grant,606,110,8,16,24,42,25,101,615,486,14,79.0,18.7,2.3
2012-13,Grays Harbor,587,84,6,15,30,46,42,47,624,468,17,75.0,22.3,2.7
2012-13,Island,462,119,2,6,9,15,17,102,479,404,26,84.3,10.2,5.4
2012-13,Jefferson,164,47,1,1,6,8,8,35,176,149,3,84.7,13.6,1.7
2012-13,King,10656,1419,86,113,197,452,258,1265,10810,9361,343,86.6,10.2,3.2
2012-13,Kitsap,2090,333,22,23,45,81,88,241,2182,1858,65,85.2,11.9,3.0
2012-13,Kittitas,315,46,9,3,19,16,13,28,333,267,6,80.2,18.0,1.8
2012-13,Klickitat,200,149,0,6,31,23,7,134,215,148,0,68.8,31.2,0.0
2012-13,Lewis,758,148,10,15,17,68,29,112,794,637,18,80.2,17.5,2.3
2012-13,Lincoln,137,24,1,1,4,2,0,21,140,130,2,92.9,5.7,1.4
2012-13,Mason,460,76,3,0,14,33,23,85,451,364,14,80.7,16.2,3.1
2012-13,Okanogan,293,45,3,3,10,26,22,42,296,226,6,76.4,21.6,2.0
2012-13,Pacific,197,66,1,9,11,52,11,46,217,129,4,59.4,38.7,1.8
2012-13,Pend Oreille,120,37,0,2,2,6,6,32,125,108,1,86.4,12.8,0.8
2012-13,Pierce,5964,920,73,99,209,383,220,908,5976,4786,206,80.1,16.5,3.4
2012-13,San Juan,93,24,2,0,4,8,2,19,98,82,0,83.7,16.3,0.0
2012-13,Skagit,1043,128,2,17,34,66,49,150,1021,824,29,80.7,16.5,2.8
2012-13,Skamania,105,24,8,16,22,4,2,21,108,55,1,50.9,48.1,0.9
2012-13,Snohomish,6016,756,43,76,155,387,240,855,5917,4841,175,81.8,15.2,3.0
2012-13,Spokane,4782,635,74,48,152,218,147,550,4867,4128,100,84.8,13.1,2.1
2012-13,Stevens,482,143,2,16,38,61,35,108,517,353,12,68.3,29.4,2.3
2012-13,Thurston,2202,381,10,24,56,156,114,358,2225,1815,50,81.6,16.2,2.2
2012-13,Wahkiakum,33,3,0,0,2,1,1,2,34,28,2,82.4,11.8,5.9
2012-13,Walla Walla,417,131,2,4,10,21,11,113,435,370,17,85.1,11.0,3.9
2012-13,Whatcom,1498,205,14,25,45,91,52,257,1446,1180,39,81.6,15.7,2.7
2012-13,Whitman,283,33,1,1,3,14,6,37,279,251,3,90.0,9.0,1.1
2012-13,Yakima,1228,204,16,28,34,98,54,212,1220,963,27,78.9,18.9,2.2
